region_league,position,team_name,team_id,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,last_updated,url
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,8,Hercules,EgDgrOO2,3,6,17,1,17,16,1,21,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,9,Algeciras,lSHMFchs,3,6,16,-1,16,17,-1,21,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,10,Eldense,8WUSyF3F,8,3,16,-1,16,17,-1,20,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,11,Alcorcon,0ranWp9D,5,5,12,-2,12,14,-2,20,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,12,Villarreal B,YT0e2vMU,4,6,21,4,21,17,4,19,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,13,Antequera,UTX26rhg,7,4,17,2,17,15,2,19,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,14,Tarazona,t8OpHDUh,4,6,9,-3,9,12,-3,19,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,15,Torremolinos,AB8XRSBQ,6,5,18,-1,18,19,-1,18,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,16,UD Ibiza,rNW6jqw0,6,5,12,-3,12,15,-3,18,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,17,Sevilla FC B,dY03Jvn2,6,6,10,-2,10,12,-2,15,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,18,Marbella,fw2i3K6O,5,7,9,-5,9,14,-5,14,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,19,Sanluqueno,r1N5s49f,5,7,13,-6,13,19,-6,14,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
SPAIN - PRIMERA RFEF - GROUP 2 - ROUND 16,20,Betis B,GzVElN7C,5,9,9,-12,9,21,-12,8,2025-12-12T14:04:18.330643,https://www.flashscore.com/football/spain/primera-rfef-group-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,1,Maritimo,noguvetP,2,3,19,10,19,9,10,29,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,2,Sporting CP B,KKfzlNbq,2,2,24,17,24,7,17,29,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,3,Chaves,vsToxqA5,5,3,16,7,16,9,7,23,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,4,Academico Viseu,GrRgeTHo,4,3,25,9,25,16,9,22,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,5,Vizela,baN9J93D,5,3,18,4,18,14,4,20,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,6,Torreense,8jQErKhN,2,5,17,2,17,15,2,20,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,7,Leiria,AceEgPi5,5,3,16,2,16,14,2,20,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,8,SC Farense,0YgpqHGj,4,4,15,-1,15,16,-1,19,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,9,Lusitania FC,thZLLx6g,5,4,17,-4,17,21,-4,17,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,10,Penafiel,lGALDDtR,4,6,14,-1,14,15,-1,16,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,11,Oliveirense,tA7VEKwU,6,4,12,-2,12,14,-2,15,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,12,Benfica B,Spbrn1Te,5,5,20,-1,20,21,-1,14,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,13,FC Porto B,vNt65kUG,2,7,13,-7,13,20,-7,14,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,14,Feirense,t4p0iC41,5,5,13,-1,13,14,-1,14,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,15,Leixoes,jPr7ndS8,1,9,15,-14,15,29,-14,13,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,16,Felgueiras,8AHslu7F,4,6,13,-7,13,20,-7,13,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,17,Pacos Ferreira,hxT1f5xa,6,5,14,-4,14,18,-4,12,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
PORTUGAL - LIGA PORTUGAL 2 - ROUND 14,18,Portimonense,6ecm9Xlr,3,7,15,-9,15,24,-9,12,2025-12-12T14:04:20.683425,https://www.flashscore.com/football/portugal/liga-portugal-2/
ROMANIA - SUPERLIGA - ROUND 20,1,FC Rapid Bucuresti,YFCpigVG,6,2,33,17,33,16,17,39,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,2,FC Botosani,GjY1JjUS,7,2,30,16,30,14,16,37,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,3,Din. Bucuresti,rBgMi3MH,8,2,28,12,28,16,12,35,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,4,Univ. Craiova,bsd9fGaK,7,3,30,10,30,20,10,34,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,5,FC Arges,65I2MLv6,3,6,26,7,26,19,7,33,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,6,UTA Arad,QDiPqBNj,7,5,23,-5,23,28,-5,28,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,7,Otelul,2H5uhNyO,6,6,28,11,28,17,11,27,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,8,U. Cluj,Us6gkXaT,6,6,24,5,24,19,5,27,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,9,Farul Constanta,CrJbN1Pa,5,7,25,2,25,23,2,26,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,10,FCSB,Gv2kjDpN,7,6,27,2,27,25,2,25,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,11,CFR Cluj,4KfIhq7B,8,7,25,-7,25,32,-7,20,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,12,Petrolul,dhnNlCE9,7,8,15,-3,15,18,-3,19,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,13,Unirea Slobozia,6XmrBYL3,3,11,18,-9,18,27,-9,18,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,14,Csikszereda M. Ciuc,A5gTQ7pG,7,9,20,-20,20,40,-20,16,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,15,FC Hermannstadt,pUUuFXvI,6,11,16,-16,16,32,-16,12,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
ROMANIA - SUPERLIGA - ROUND 20,16,Metaloglobus Bucharest,0zf4F2nD,5,12,17,-22,17,39,-22,11,2025-12-12T15:11:13.806006,https://www.flashscore.com/football/romania/superliga/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,1,Beveren,QaqfE8WE,3,0,30,21,30,9,21,39,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,2,Kortrijk,2o6njvyG,2,2,29,14,29,15,14,35,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,3,Beerschot VA,EaOtKH1f,3,2,25,13,25,12,13,33,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,4,RFC Liege,llsHlZZh,2,6,22,3,22,19,3,26,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,5,Patro Eisden,nPGA80Sn,4,4,18,3,18,15,3,25,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,6,Lommel SK,8EyXqyoo,5,4,30,6,30,24,6,23,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,7,Eupen,roazgtic,5,4,21,5,21,16,5,23,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,8,Sporting Lokeren,dvKQ8GzO,4,6,21,-1,21,22,-1,19,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,9,K. Lierse S.K.,UFrQHnFi,4,6,16,-2,16,18,-2,19,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,10,Gent U23,6qX8q0TR,3,7,19,0,19,19,0,18,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,11,RWDM Brussels,2eOrQDea,4,7,26,1,26,25,1,16,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,12,Francs Borains,dzxbDoFi,5,6,17,-4,17,21,-4,16,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,13,Genk U23,x2i5p4w3,3,8,18,-11,18,29,-11,15,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,14,Anderlecht U23,KQtAqOh9,7,6,19,-5,19,24,-5,13,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,15,Seraing,69jQvOhE,6,7,14,-10,14,24,-10,12,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,16,OC Charleroi,dz4pAvEq,4,9,10,-19,10,29,-19,10,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
BELGIUM - CHALLENGER PRO LEAGUE - ROUND 17,17,Club Brugge KV U23,Sv4ZCy7s,4,10,14,-14,14,28,-14,7,2025-12-12T15:13:03.322665,https://www.flashscore.com/football/belgium/challenger-pro-league/
ENGLAND - PREMIER LEAGUE CUP,1,Swansea U21,I3v1lMJH,0,1,6,2,6,4,2,6,2025-12-12T15:15:34.610691,https://www.flashscore.com/football/england/premier-league-cup/
ENGLAND - PREMIER LEAGUE CUP,2,Nottingham U21,bmFCwchM,0,0,2,2,2,0,2,6,2025-12-12T15:15:34.610691,https://www.flashscore.com/football/england/premier-league-cup/
ENGLAND - PREMIER LEAGUE CUP,3,Wolves U21,6aLnhd7F,1,2,6,-2,6,8,-2,4,2025-12-12T15:15:34.610691,https://www.flashscore.com/football/england/premier-league-cup/
ENGLAND - PREMIER LEAGUE CUP,4,Millwall U21,6FRLlnfU,1,2,4,-2,4,6,-2,1,2025-12-12T15:15:34.610691,https://www.flashscore.com/football/england/premier-league-cup/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,1,Vaduz,G6Ih9GOj,3,1,34,20,34,14,20,39,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,2,Aarau,ULGuGvHA,0,3,31,13,31,18,13,39,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,3,Yverdon,EmTlpboA,3,4,34,14,34,20,14,30,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,4,Lausanne Ouchy,bLZ0mfR0,5,5,26,4,26,22,4,23,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,5,Xamax,E5KUOFqd,3,7,24,0,24,24,0,21,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,6,Rapperswil-Jona,I3q2AOtB,1,9,19,-3,19,22,-3,19,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,7,Stade Nyonnais,QazpbJWT,5,7,19,-5,19,24,-5,17,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,8,Etoile-Carouge,2yxbMEDr,4,9,12,-9,12,21,-9,13,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,9,Wil,0ztGo01i,4,9,13,-15,13,28,-15,13,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
SWITZERLAND - CHALLENGE LEAGUE - ROUND 17,10,Bellinzona,02GQPeUk,4,10,13,-19,13,32,-19,10,2025-12-12T15:18:29.344288,https://www.flashscore.com/football/switzerland/challenge-league/
FRANCE - LIGUE 2 - ROUND 17,1,Troyes,fsfAHubD,5,2,28,13,28,15,13,32,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,2,St Etienne,YL2QybFe,2,5,33,10,33,23,10,29,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,3,Reims,tItR6sEf,4,4,32,12,32,20,12,28,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,4,Red Star,2kM6ufaS,4,3,21,6,21,15,6,28,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,5,Le Mans,ER0NeOOp,6,3,20,4,20,16,4,27,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,6,Pau FC,6NOhR4cm,5,4,22,-1,22,23,-1,26,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,7,Dunkerque,tAAobNse,6,4,27,9,27,18,9,24,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,8,Montpellier,Eyf00syR,3,6,17,2,17,15,2,24,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,9,Guingamp,QDfKl36E,5,5,24,-4,24,28,-4,23,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,10,Annecy,25dB6Eto,4,6,20,4,20,16,4,22,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,11,Grenoble,UgPj1p1N,5,6,18,-2,18,20,-2,20,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,12,Clermont,IRuMRua1,7,5,16,-4,16,20,-4,19,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,13,Rodez,0pOdQOCg,6,6,16,-6,16,22,-6,18,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,14,Boulogne,IL4RHuFr,4,8,17,-7,17,24,-7,16,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,15,Amiens,lKkBAsxF,3,9,19,-6,19,25,-6,15,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,16,Laval,E1wDrLsJ,6,7,12,-8,12,20,-8,15,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,17,Nancy,dnIrsS0A,3,9,14,-8,14,22,-8,15,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - LIGUE 2 - ROUND 17,18,Bastia,AZwK8L6R,4,10,6,-14,6,20,-14,7,2025-12-12T15:20:36.742061,https://www.flashscore.com/football/france/ligue-2/
FRANCE - NATIONAL - ROUND 16,1,Dijon,dIvQQaE7,5,1,24,15,24,9,15,29,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,2,Rouen,z5PJrrtm,5,1,21,12,21,9,12,29,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,3,Sochaux,jPojkLXK,3,4,21,11,21,10,11,24,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,4,Versailles,nDjHIbwL,3,4,18,4,18,14,4,24,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,5,Orleans,AqswAEFD,2,5,18,-5,18,23,-5,23,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,6,Aubagne,ry31K39D,6,3,20,2,20,18,2,21,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,7,Fleury-Merogis,IooxkpEI,6,3,15,6,15,9,6,21,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,8,Concarneau,Uo57pG95,6,3,15,1,15,14,1,21,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,9,Caen,GjLn2QoH,8,3,15,3,15,12,3,20,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,10,Le Puy-en-Velay,xnng4dGk,5,4,21,4,21,17,4,20,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,11,Paris 13 Atl.,WnjEIzRL,4,5,16,-2,16,18,-2,19,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,12,Chateauroux,jZ2ZFJqe,7,4,16,-2,16,18,-2,16,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,13,Valenciennes,O8dsB372,4,6,15,-3,15,18,-3,16,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,14,Villefranche,K6STnbAt,3,8,13,-9,13,22,-9,15,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,15,Quevilly Rouen,fPCzUHN1,3,9,13,-11,13,24,-11,9,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,16,Bourg en Bresse,Ict2iv2P,4,9,10,-12,10,22,-12,7,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
FRANCE - NATIONAL - ROUND 16,17,Stade Briochin,CQxeodfa,4,9,13,-14,13,27,-14,7,2025-12-12T15:21:11.900964,https://www.flashscore.com/football/france/national/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,1,Den Haag,lAgLCkT3,1,1,51,35,51,16,35,49,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,2,Cambuur,QRyYgO7J,5,2,41,19,41,22,19,41,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,3,De Graafschap,naL1J006,4,5,37,9,37,28,9,34,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,4,Jong PSV,8Au8eRom,4,6,37,2,37,35,2,31,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,5,Den Bosch,4IzxgrNP,2,8,38,0,38,38,0,29,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,6,Willem II,6u3qag0G,5,6,25,-2,25,27,-2,29,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,7,Roda,6FRTNZ8p,7,5,30,3,30,27,3,28,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,8,Almere City,IsK0b0aI,2,9,38,7,38,31,7,26,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,9,Waalwijk,lvM1vra5,5,8,31,-2,31,33,-2,26,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,10,FC Emmen,Stafar0g,4,8,33,-1,33,34,-1,25,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,11,Dordrecht,fT0n14Vt,6,7,22,-2,22,24,-2,24,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,12,Venlo,UNA6IKFC,0,11,24,-5,24,29,-5,24,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,13,Helmond,SQGBcMU5,2,10,26,-4,26,30,-4,23,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,14,Jong Utrecht,2J6mntb0,5,8,28,-5,28,33,-5,23,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,15,Eindhoven FC,YJaj0Opm,3,10,22,-14,22,36,-14,21,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,16,Jong AZ,lKIgIV5b,2,11,29,-7,29,36,-7,20,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,17,Oss,40amSqFn,8,7,21,-9,21,30,-9,20,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,18,Maastricht,YPQnAtpC,4,10,23,-12,23,35,-12,19,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,19,Vitesse,xdFA0eGc,5,7,31,0,31,31,0,14,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
NETHERLANDS - EERSTE DIVISIE - ROUND 20,20,Jong Ajax,GncWwxTm,6,11,26,-12,26,38,-12,12,2025-12-12T15:29:32.575624,https://www.flashscore.com/football/netherlands/eerste-divisie/
